"","Username","Post","Time","Date","Time1","Hour"
"2625",419,"Felicia ME2-2 nia.....at first I still thought she officer level.....","09-08-2017, 04:01 AM",2017-08-09,"04:01 AM",4
"2626",419,"Sign up toggle lor......can see the episode in advance","09-08-2017, 04:07 AM",2017-08-09,"04:07 AM",4
"2627",279,"promote HQ6 Div?","09-08-2017, 04:16 AM",2017-08-09,"04:16 AM",4
"2628",371,"I have it..
But that person posted the post about the book at 9 ish pm on tuesday...
Epi 13 only came out past midnight leh... how is it he or she can see that epi before midnight?
That's why i find it weird...","09-08-2017, 04:21 AM",2017-08-09,"04:21 AM",4
"2629",371,"Yeah man... dont know how she does it...
Maybe yoga does wonders...","09-08-2017, 04:25 AM",2017-08-09,"04:25 AM",4
"2630",211,"Kena mark by oc ahahah Jin farnee","09-08-2017, 08:46 AM",2017-08-09,"08:46 AM",8
"2631",211,"My reservist at there cookhouse food eat awhile also sian one","09-08-2017, 08:48 AM",2017-08-09,"08:48 AM",8
"2632",259,"Sad to say, you cannot win against the rank in the army. It is like a egg going against a rock. In the end, you are the losing end with all the extras signed.","09-08-2017, 09:02 AM",2017-08-09,"09:02 AM",9
"2633",81,"先有国后有家。You just supposed to let ur family die first, country first. Happy National Day","09-08-2017, 09:04 AM",2017-08-09,"09:04 AM",9
"2634",95,"Must remember our roots","09-08-2017, 09:07 AM",2017-08-09,"09:07 AM",9
"2635",458,"thanks!.....","09-08-2017, 12:57 PM",2017-08-09,"12:57 PM",12
"2636",4,"Our OC and PC are siao on too I still remember 1st ICT need pple do guard duty and we are draw lot who go do guard duty but I was heng draw gd lot never kena can go bunk sleep Last time 2 pdf always exercise until 9pm++ nw I heard lot of free time","09-08-2017, 01:17 PM",2017-08-09,"01:17 PM",1
"2637",353,"Tonight airing anot ah","09-08-2017, 02:46 PM",2017-08-09,"02:46 PM",2
"2638",122,"Felicia hair got colour. 
Nobody catch her?","09-08-2017, 03:03 PM",2017-08-09,"03:03 PM",3
"2639",371,"Yup airing after NDP...","09-08-2017, 03:05 PM",2017-08-09,"03:05 PM",3
"2640",200,"Saw the tv schedule, tonight should have but this do ep no Paige I think ","09-08-2017, 03:06 PM",2017-08-09,"03:06 PM",3
"2641",295,"My GCP fren says 卫国先峰 loses to descendants of the sun. Korean army better fighter than SG army","09-08-2017, 03:06 PM",2017-08-09,"03:06 PM",3
"2642",122,"Dont know why the quality not the same.
Director lousy?
Scriptwriter lousy?
No enuff life experience?","09-08-2017, 03:09 PM",2017-08-09,"03:09 PM",3
"2643",371,"Story diff... how to compare...
At this kind of quality and budget, not bad already lah...
i dont expect much anyways...
Korean productions' budget is a couple of hundred k usd per epi...
Sg probably tens of thousands sgd only per epi
Netflix, HBO is probably a few million USD per epi...","09-08-2017, 05:09 PM",2017-08-09,"05:09 PM",5
"2644",298,"The song knn copy 我相信","09-08-2017, 05:23 PM",2017-08-09,"05:23 PM",5
"2645",409,"This song actually very nice.. Huang Zhen Long and another guy sing..","09-08-2017, 09:02 PM",2017-08-09,"09:02 PM",9
"2646",313,"Book in lo","09-08-2017, 09:03 PM",2017-08-09,"09:03 PM",9
"2647",409,"Hahaha rear scout","09-08-2017, 09:03 PM",2017-08-09,"09:03 PM",9
"2648",449,"got dengue is like this one meh? ","09-08-2017, 09:04 PM",2017-08-09,"09:04 PM",9
"2649",409,"Magazine drop the sound so loud leh","09-08-2017, 09:04 PM",2017-08-09,"09:04 PM",9
"2650",402,"Tonight can't watch.  Still stuck at ndp. ","09-08-2017, 09:05 PM",2017-08-09,"09:05 PM",9
"2651",371,"Later will come back and see what you all discussed... 
Today no Paige...","09-08-2017, 09:06 PM",2017-08-09,"09:06 PM",9
"2652",42,"Sound of it hitting pavement so loud. They cannot hear.","09-08-2017, 09:06 PM",2017-08-09,"09:06 PM",9
"2653",444,"The OC damn sarcastic. ","09-08-2017, 09:06 PM",2017-08-09,"09:06 PM",9
"2654",409,"Tan kim poh not bad.. Sibei brother","09-08-2017, 09:07 PM",2017-08-09,"09:07 PM",9
"2655",401,"I need this kind of buddy","09-08-2017, 09:08 PM",2017-08-09,"09:08 PM",9
"2656",34,"So easy find the magazine","09-08-2017, 09:09 PM",2017-08-09,"09:09 PM",9
"2657",29,"The feeling of kena stuck in camp.","09-08-2017, 09:10 PM",2017-08-09,"09:10 PM",9
"2658",42,"She kena dengue but go home like recovered liao.","09-08-2017, 09:10 PM",2017-08-09,"09:10 PM",9
"2659",61,"So easy lose/drop magazine","09-08-2017, 09:11 PM",2017-08-09,"09:11 PM",9
"2660",449,"daniel damn sad. tio pangseh ","09-08-2017, 09:11 PM",2017-08-09,"09:11 PM",9
"2661",61,"Dengue no need to be warded?! Mediacock not up to date. Now is Zika no more dengue.","09-08-2017, 09:11 PM",2017-08-09,"09:11 PM",9
"2662",298,"Tankimpoh acting not bad, really like nsman
That oc make that ite kia even more unpopular","09-08-2017, 09:11 PM",2017-08-09,"09:11 PM",9
"2663",111,"tiagong pierre in real life is officer nsmen. romeo ite only, think at most corporal? role reversal. ","09-08-2017, 09:13 PM",2017-08-09,"09:13 PM",9
"2664",444,"I have the experience of losing a mag in the middle of the night. My platoon mates didn't complained and helped me look for it. My sgt is abit like the OC, search 5 mins and sarcastically say let's go. 
Was asked to write 1206 but in the end, never paid for it cause got enough budget to cover. ","09-08-2017, 09:14 PM",2017-08-09,"09:14 PM",9
"2665",91,"They noob leh. Where got people do route March leave magazine inside weapon de. Our magazines all keep inside one.","09-08-2017, 09:14 PM",2017-08-09,"09:14 PM",9
"2666",196,"tiagong pierre in real life is officer nsmen. romeo ite only, think at most corporal? role reversal.  Hear say romeo real life is air force officer","09-08-2017, 09:14 PM",2017-08-09,"09:14 PM",9
"2667",449,"break liao break liao.","09-08-2017, 09:15 PM",2017-08-09,"09:15 PM",9
"2668",307,"Partially agree. DotS is heavily invested by Chinese capital.","09-08-2017, 09:16 PM",2017-08-09,"09:16 PM",9
"2669",210,"tan kim poh is buddy everyone needs, someone who will not bao toh people, but to help and assist even in worst situation even when he is a useless ASK as a CV.","09-08-2017, 09:17 PM",2017-08-09,"09:17 PM",9
"2670",41,"Lols ... Meixin geh siao liao ","09-08-2017, 09:17 PM",2017-08-09,"09:17 PM",9
"2671",181,"Ya lor. Actually he not bad","09-08-2017, 09:19 PM",2017-08-09,"09:19 PM",9
"2672",41,"Romeo ish gay sia, wan ippt instead of chio bu wife ","09-08-2017, 09:20 PM",2017-08-09,"09:20 PM",9
"2673",344,"Yes yes yes. IPPT 不重要。","09-08-2017, 09:20 PM",2017-08-09,"09:20 PM",9
"2674",363,"Care more abt men than wife.. haha jialat","09-08-2017, 09:20 PM",2017-08-09,"09:20 PM",9
"2675",463,"haha lame sial, they end up in gilman barracks. where they heading to?","09-08-2017, 09:21 PM",2017-08-09,"09:21 PM",9
"2676",478,"he likes men more than his wife","09-08-2017, 09:21 PM",2017-08-09,"09:21 PM",9
"2677",449,"romeo like men more ","09-08-2017, 09:21 PM",2017-08-09,"09:21 PM",9
"2678",459,"Lols ... Meixin geh siao liao  her role is really quite irritating. like really childish lol","09-08-2017, 09:21 PM",2017-08-09,"09:21 PM",9
"2679",42," Totally enjoying Pierre's acting here. His casanova ways.","09-08-2017, 09:22 PM",2017-08-09,"09:22 PM",9
"2680",181,"Mx really got illness","09-08-2017, 09:22 PM",2017-08-09,"09:22 PM",9
"2681",61,"She lai ang liao","09-08-2017, 09:22 PM",2017-08-09,"09:22 PM",9
"2682",407,"Lol tinder tho","09-08-2017, 09:22 PM",2017-08-09,"09:22 PM",9
"2683",122,"Tiok dengue will nose bleed one meh?","09-08-2017, 09:23 PM",2017-08-09,"09:23 PM",9
"2684",41,"Ya lo, a bit stupid sia  nosebleed call husband liao, haven't even go doc to see if got cancer ","09-08-2017, 09:23 PM",2017-08-09,"09:23 PM",9
"2685",478,"simi oc...petty like girl","09-08-2017, 09:23 PM",2017-08-09,"09:23 PM",9
"2686",449,"faster go q up for mei xing.","09-08-2017, 09:23 PM",2017-08-09,"09:23 PM",9
"2687",154,"tiagong pierre in real life is officer nsmen. romeo ite only, think at most corporal? role reversal.  Desmond Tan = CDO CPT Romeo = LTA(Ground Based Air Defence) Pierre = MPhttp://entertainment.toggle.sg/en/lo...60#slideshow-1","09-08-2017, 09:23 PM",2017-08-09,"09:23 PM",9
"2688",401,"If ns/ict so impt, pls sign on and dont marry a wife if u dun understand her","09-08-2017, 09:23 PM",2017-08-09,"09:23 PM",9
"2689",122,"This is the true ns men behaviour during ict.","09-08-2017, 09:24 PM",2017-08-09,"09:24 PM",9
"2690",42,"Meixin does look sickly and pale in this show. But there's no point in being sad and wallowing in self pity when she said she already know how siao on Romeo is.","09-08-2017, 09:24 PM",2017-08-09,"09:24 PM",9
"2691",459,"lol the boy who cry wolf.  seriously this kinda girl no matter how pretty also buey tahan. work say cannot tahan stress sick ple rush to take care of you still not satisfied. act sick some more to get attention. some more she shld know her husband job is busy kind and ict how long only also complain here and there. best thing is they say she study law. cannot comprehend how she survive studying law.","09-08-2017, 09:25 PM",2017-08-09,"09:25 PM",9
"2692",89,"I hope this is real. Why they insist on us taking ippt every reservist?","09-08-2017, 09:25 PM",2017-08-09,"09:25 PM",9
"2693",449,"top up cpf -.-","09-08-2017, 09:26 PM",2017-08-09,"09:26 PM",9
"2694",375,"ITE kia can become LTA...jin satki mens. Or is it because he enlisted after he finish poly and not ITE? So can go command school.","09-08-2017, 09:26 PM",2017-08-09,"09:26 PM",9
"2695",463,"what disease does MX have?","09-08-2017, 09:26 PM",2017-08-09,"09:26 PM",9
"2696",409,"Ranjiaos man.. 2.4km finish got breath to talk ah?","09-08-2017, 09:28 PM",2017-08-09,"09:28 PM",9
"2697",34,"Pierre png so muscular run so slow","09-08-2017, 09:28 PM",2017-08-09,"09:28 PM",9
"2698",432,"Cookhouse aunty can run faster than you ","09-08-2017, 09:28 PM",2017-08-09,"09:28 PM",9
"2699",363,"Reservist where got officer so on one. Scream at man somemore","09-08-2017, 09:29 PM",2017-08-09,"09:29 PM",9
"2700",122,"Ask the cookhouse aunty to run la","09-08-2017, 09:29 PM",2017-08-09,"09:29 PM",9
"2701",42,"Why change language here and there","09-08-2017, 09:30 PM",2017-08-09,"09:30 PM",9
"2702",34,"Knn this kind of oc really kiam pa","09-08-2017, 09:31 PM",2017-08-09,"09:31 PM",9
"2703",41,"Knn ... Romeo say must have teamwork
Now punish Pierre Png again ","09-08-2017, 09:31 PM",2017-08-09,"09:31 PM",9
"2704",409,"Siao one this Romeo... RT so what... Can suddenly improve meh..","09-08-2017, 09:31 PM",2017-08-09,"09:31 PM",9
"2705",42," Don't know why but just find that whole scene comical","09-08-2017, 09:32 PM",2017-08-09,"09:32 PM",9
"2706",449,"lol ICT 2 weeks do RT can pass IPPT meh? ","09-08-2017, 09:32 PM",2017-08-09,"09:32 PM",9
"2707",154,"If battle lose one empty magazine, grab another one?? Still got time to go find magazine ar??","09-08-2017, 09:32 PM",2017-08-09,"09:32 PM",9
"2708",156,"nb ict worst than recruit ","09-08-2017, 09:32 PM",2017-08-09,"09:32 PM",9
"2709",181,"Romeo this kind damn jialat really","09-08-2017, 09:32 PM",2017-08-09,"09:32 PM",9
"2710",82,"CO too mild liao... i will call hotline liao... felicia chin the bra damm nice","09-08-2017, 09:33 PM",2017-08-09,"09:33 PM",9
"2711",409,"Wah Felicia de sports bra","09-08-2017, 09:33 PM",2017-08-09,"09:33 PM",9
"2712",409,"Anyway cobra canteen ground floor is cookhouse leh","09-08-2017, 09:33 PM",2017-08-09,"09:33 PM",9
"2713",122,"So we know who is the bunknife kid. Butoh","09-08-2017, 09:34 PM",2017-08-09,"09:34 PM",9
"2714",42,"Why Felicia kpo.","09-08-2017, 09:34 PM",2017-08-09,"09:34 PM",9
"2715",478,"felicia legs so white","09-08-2017, 09:34 PM",2017-08-09,"09:34 PM",9
"2716",344,"He got a bit of the niang niang qiang feel.","09-08-2017, 09:35 PM",2017-08-09,"09:35 PM",9
"2717",122,"Meixin marry me!","09-08-2017, 09:35 PM",2017-08-09,"09:35 PM",9
"2718",41,"Felicia ish baotoh kia ","09-08-2017, 09:35 PM",2017-08-09,"09:35 PM",9
"2719",61,"Wah she peh peh koot koot should be si beh ho loot","09-08-2017, 09:35 PM",2017-08-09,"09:35 PM",9
"2720",82,"Knn ... Romeo say must have teamwork Now punish Pierre Png again  quite a fact la... they will say stay with man to be punished, but well end up they leave or go out eat dinner then come back before 2359","09-08-2017, 09:35 PM",2017-08-09,"09:35 PM",9
"2721",434,"Kan fk up oc romeo","09-08-2017, 09:35 PM",2017-08-09,"09:35 PM",9
"2722",42,"He got a bit of the niang niang qiang feel. Yes like a little boy kena punished unfairly.","09-08-2017, 09:36 PM",2017-08-09,"09:36 PM",9
"2723",409,"Kim poh portray nsmen very accurately","09-08-2017, 09:36 PM",2017-08-09,"09:36 PM",9
"2724",444,"Seriously, you think he acting as himself meh?","09-08-2017, 09:37 PM",2017-08-09,"09:37 PM",9
"2725",316,"second that","09-08-2017, 09:37 PM",2017-08-09,"09:37 PM",9
"2726",319,"Kumlan to devote himself to ICT","09-08-2017, 09:37 PM",2017-08-09,"09:37 PM",9
"2727",210,"this kinda OC go out wont kena wallop meh? inside camp reservist only go and siao on and offence so many people.","09-08-2017, 09:38 PM",2017-08-09,"09:38 PM",9
"2728",316,"Sure kena blanket party","09-08-2017, 09:39 PM",2017-08-09,"09:39 PM",9
"2729",401,"meixin, romeo dun deserve u","09-08-2017, 09:40 PM",2017-08-09,"09:40 PM",9
"2730",122,"This is how ns destroy sg family.
This is how ns make sg guys single.
Truestory","09-08-2017, 09:41 PM",2017-08-09,"09:41 PM",9
"2731",41,"Must wait for Pierre Png to fire him after ICT ","09-08-2017, 09:41 PM",2017-08-09,"09:41 PM",9
"2732",409,"Meixin really damn sticky","09-08-2017, 09:41 PM",2017-08-09,"09:41 PM",9
"2733",181,"Mx so fragile and paige so independent","09-08-2017, 09:42 PM",2017-08-09,"09:42 PM",9
"2734",269,"its a pain watching Romeo playing a straight man. ","09-08-2017, 09:42 PM",2017-08-09,"09:42 PM",9
"2735",401,"i think i go watch my atb navy show liao","09-08-2017, 09:42 PM",2017-08-09,"09:42 PM",9
"2736",478,"Must wait for Pierre Png to fire him after ICT  I tink he will just reach across the table and slap him","09-08-2017, 09:43 PM",2017-08-09,"09:43 PM",9
"2737",12,"sic lei bro....","09-08-2017, 09:43 PM",2017-08-09,"09:43 PM",9
"2738",122,"Sic please","09-08-2017, 09:43 PM",2017-08-09,"09:43 PM",9
"2739",41,"Applied so many leave, ICT still counted meh ? ","09-08-2017, 09:44 PM",2017-08-09,"09:44 PM",9
"2740",212,"Guys anyone know what that camp is in the drama that held the Ict?","09-08-2017, 09:44 PM",2017-08-09,"09:44 PM",9
"2741",363,"","09-08-2017, 09:44 PM",2017-08-09,"09:44 PM",9
"2742",75,"Wah, like tat he outpro early, ICT not counted....","09-08-2017, 09:45 PM",2017-08-09,"09:45 PM",9
"2743",409,"Sleep lanjiao","09-08-2017, 09:45 PM",2017-08-09,"09:45 PM",9
"2744",42,"Mummy call son ah boy normal ma.","09-08-2017, 09:45 PM",2017-08-09,"09:45 PM",9
"2745",444,"Should be Jurong Camp 2 but I didn't check the ending credits (if they show) to confirm.","09-08-2017, 09:46 PM",2017-08-09,"09:46 PM",9
"2746",344,"What a bad scripting.","09-08-2017, 09:46 PM",2017-08-09,"09:46 PM",9
"2747",478,"now telling poly kias sign on","09-08-2017, 09:46 PM",2017-08-09,"09:46 PM",9
"2748",122,"睡懒觉!","09-08-2017, 09:46 PM",2017-08-09,"09:46 PM",9
"2749",409,"
Ya iti... Consperm coz my ict also there","09-08-2017, 09:47 PM",2017-08-09,"09:47 PM",9
"2750",409,"Maybe purposely wan meiguang to say huan","09-08-2017, 09:47 PM",2017-08-09,"09:47 PM",9
"2751",110,"Romeo meixin story with the soundtrack quite touching...Must praise mediacorpse on this..","09-08-2017, 09:48 PM",2017-08-09,"09:48 PM",9
"2752",401,"i think u all sure andy lau","09-08-2017, 09:49 PM",2017-08-09,"09:49 PM",9
"2753",298,"That zgp acting Damn rotten, sucks to be him with such a performance after so many years as a so-called actor...","09-08-2017, 09:50 PM",2017-08-09,"09:50 PM",9
"2754",401,"i know liao
kym and zheng ge ping nvr married
but kym got pregnant when zheng go states for air force training
give birth without letting him know","09-08-2017, 09:50 PM",2017-08-09,"09:50 PM",9
"2755",122,"Young meiguang is jin nap siol","09-08-2017, 09:51 PM",2017-08-09,"09:51 PM",9
"2756",181,"Wah the chio bu in the toilet chio sia","09-08-2017, 09:52 PM",2017-08-09,"09:52 PM",9
"2757",42,"Kym is going to rescue Pierre. ","09-08-2017, 09:52 PM",2017-08-09,"09:52 PM",9
"2758",122,"Lolololol. Comic relief","09-08-2017, 09:53 PM",2017-08-09,"09:53 PM",9
"2759",409,"Siao zharbor","09-08-2017, 09:53 PM",2017-08-09,"09:53 PM",9
"2760",313,"Wah this girl change face very fast","09-08-2017, 09:53 PM",2017-08-09,"09:53 PM",9
"2761",42,"变脸比四川变脸还厉害！","09-08-2017, 09:53 PM",2017-08-09,"09:53 PM",9
"2762",409,"Sbo march.. How many clicks nia","09-08-2017, 09:54 PM",2017-08-09,"09:54 PM",9
"2763",298,"Kym look like a bloody durian seller","09-08-2017, 09:54 PM",2017-08-09,"09:54 PM",9
"2764",42,"This Shane really zek ark.","09-08-2017, 09:55 PM",2017-08-09,"09:55 PM",9
"2765",122,"The platoon so small only?
Route march got section only meh?","09-08-2017, 09:56 PM",2017-08-09,"09:56 PM",9
"2766",41,"Shane Pow damn cb kia sia ","09-08-2017, 09:57 PM",2017-08-09,"09:57 PM",9
"2767",409,"Wah this military sexpert not bad","09-08-2017, 09:57 PM",2017-08-09,"09:57 PM",9
"2768",375,"This Shane Pow really ****ed up sia. Luckily he will break up with Cloudie. She deserves Xianfeng more.","09-08-2017, 09:57 PM",2017-08-09,"09:57 PM",9
"2769",106,"fight during field camp only give warning. too nice liao la the sergeants/CO.","09-08-2017, 10:08 PM",2017-08-09,"10:08 PM",10
"2770",409,"Usually is jitao sign liao","09-08-2017, 10:09 PM",2017-08-09,"10:09 PM",10
"2771",259,"Applied so many leave, ICT still counted meh ?  Unless you have valid reasons, - Wife giving birth. - Family funeral. - Family last moment. - Job Interview. - Medical Appointment. - Exam. Dun think you can get leave so easily. Unfortunately, there are OC and PC that simply love the smell and food of the army. Can see their excitement to be back. The same cannot be said for the rest of the guys.","09-08-2017, 10:13 PM",2017-08-09,"10:13 PM",10
"2772",91,"Easily charge SOL..  BMTC don't allow such behavior.","09-08-2017, 10:17 PM",2017-08-09,"10:17 PM",10
"2773",259,"The two monkeys should be awarded 3 weekend guard duties and their platoon mates have to thank them especially the one that they replaced their duties.","09-08-2017, 10:28 PM",2017-08-09,"10:28 PM",10
"2774",454,"this type oc must throw him in a company where all the soldiers are hokkien bengs with lotsa tattoos. confirm he will learn that he need to change his attitude otherwise he everyday headache.","09-08-2017, 10:31 PM",2017-08-09,"10:31 PM",10
"2775",46,"Typical stereotype la Not all bengs with tattoo is satki one la Some are more like a poosy poser","09-08-2017, 10:38 PM",2017-08-09,"10:38 PM",10
"2776",295,"I made tatoo beng cried like baby when I was a PC in army.  No matter what ast or 369, they know they are inferior compare to saf. No one dare challenge me back","09-08-2017, 10:40 PM",2017-08-09,"10:40 PM",10
"2777",449,"d84 u log in wrong acct? ","09-08-2017, 10:46 PM",2017-08-09,"10:46 PM",10
"2778",259,"Nowadays, where got so much beng liao ? All the tattoos one also speak ang moh. The OC will know jolly well what kind of men he is managing. Harsh approach can only used on the more educated one. The buddy approach can used for the true Ah Beng. Just cater for some smoke break time during training. For those no-brainers, then they better pray hard.","09-08-2017, 10:58 PM",2017-08-09,"10:58 PM",10
"2779",215,"tiagong pierre in real life is officer nsmen. romeo ite only, think at most corporal? role reversal.  Pierre should be military police. man only. same camp with my friend","09-08-2017, 11:09 PM",2017-08-09,"11:09 PM",11
"2780",455,"it depends. if the oc was same coy during active they noe his pattern and will expect tat. if is a new occifer posted in from dunno where and pull this stunt, den good luck to him.","09-08-2017, 11:14 PM",2017-08-09,"11:14 PM",11
"2781",330,"I thought theme song is by power station.","09-08-2017, 11:18 PM",2017-08-09,"11:18 PM",11
"2782",401," watching my atb navy","09-08-2017, 11:19 PM",2017-08-09,"11:19 PM",11
"2783",399,"If they use dots storyline, i rather not watch. Dun even make sense in sg context.","09-08-2017, 11:26 PM",2017-08-09,"11:26 PM",11
"2784",399,"I think so too. But he is better looking than jeremy. vs","09-08-2017, 11:31 PM",2017-08-09,"11:31 PM",11
"2785",419,"lol ICT 2 weeks do RT can pass IPPT meh?  It's a low key ICT, so at most one week nia.....","09-08-2017, 11:47 PM",2017-08-09,"11:47 PM",11
"2786",371,"I think Richie's lips remind me of Daniel Wu's lips...
Those thin and small lips...","09-08-2017, 11:54 PM",2017-08-09,"11:54 PM",11
"2787",5,"these days army is so tolerant one ah? fighting just give warning only?","10-08-2017, 12:09 AM",2017-08-10,"12:09 AM",12
"2788",398,"Or accompany your wife to the hospital~?  ","10-08-2017, 06:55 AM",2017-08-10,"06:55 AM",6
"2789",151,"The longbin character very irritating. I hate this kind of people. Just hope he can be better later part of the show","10-08-2017, 07:34 AM",2017-08-10,"07:34 AM",7
"2790",398,"","10-08-2017, 07:46 AM",2017-08-10,"07:46 AM",7
"2791",230,"Low key only 5 days yet dulan his OD. Next week go bac to office sure jialat.","10-08-2017, 07:47 AM",2017-08-10,"07:47 AM",7
"2792",305,"Reservist so on, might as well sign on.... I will take his wife for him....","10-08-2017, 07:48 AM",2017-08-10,"07:48 AM",7
"2793",151,"I think pierre png wont tekan him. His character is those kind not petty one. Very different from the longbin char. Posted with Redmi 3S via PCWX","10-08-2017, 07:51 AM",2017-08-10,"07:51 AM",7
"2794",402,"my PC don't dare to take ippt with us. ","10-08-2017, 07:52 AM",2017-08-10,"07:52 AM",7
"2795",149,"So is he a regular or just ict ? How come he can come and go into camp then can go back office to work etc. ?","10-08-2017, 08:08 AM",2017-08-10,"08:08 AM",8
"2796",230,"The uniform issue still ok but ippt fail is small thing mah. As if his window closin soon","10-08-2017, 08:12 AM",2017-08-10,"08:12 AM",8
"2797",356,"bruff chew ren wan la.. long ciao no see shadow liao lo","10-08-2017, 08:13 AM",2017-08-10,"08:13 AM",8
"2798",144,"I will, so that i can humiliate them again","10-08-2017, 08:24 AM",2017-08-10,"08:24 AM",8
"2799",311,"Must show the siao on oc clip to future superiors. ","10-08-2017, 08:28 AM",2017-08-10,"08:28 AM",8
"2800",275," Yah used it as defence watch video","10-08-2017, 08:35 AM",2017-08-10,"08:35 AM",8
"2801",162,"Longbin very good liao. If man lose magazine will tio charge db one leh","10-08-2017, 10:08 AM",2017-08-10,"10:08 AM",10
"2802",254,"too siao on riao","10-08-2017, 10:12 AM",2017-08-10,"10:12 AM",10
"2803",231,"What is longbin?
Is it like a jiao bin?Posted with ","10-08-2017, 10:13 AM",2017-08-10,"10:13 AM",10
"2804",34,"why last time the romeo wife so round one? now so chio?","10-08-2017, 10:15 AM",2017-08-10,"10:15 AM",10
"2805",398,"","10-08-2017, 11:16 AM",2017-08-10,"11:16 AM",11
"2806",471,"already state he is workaholic.
so very strict when it comes to work/NS","10-08-2017, 11:25 AM",2017-08-10,"11:25 AM",11
"2807",473,"This kind of officer, war time maybe get shot first","10-08-2017, 11:26 AM",2017-08-10,"11:26 AM",11
"2808",200,"May I know what drama is this? ","10-08-2017, 12:05 PM",2017-08-10,"12:05 PM",12
"2809",259,"Officers and mens take thier IPPT separately. If I am LB, I will take with my fellow officers but run with my men during the 2.4 km run. There will be some borderline case where a minor push would help them to pass the test. IPPT passing rate is one of the KPI for the unit. Some OC need to ensure that the passing rate is decent.","10-08-2017, 12:15 PM",2017-08-10,"12:15 PM",12
"2810",52,"ict gotch tiam for rt?
ippt during ict ish waste of tiam unless chiur birdday ish that ict duration
can take outsai pass riao still waste that 1/2 days ippt for ict
gahment really too lich","10-08-2017, 12:18 PM",2017-08-10,"12:18 PM",12
"2811",335,"ijjit true all the LCP and CPL are like the tan kim poh type? rich, arrogant, and like to chao keng guan?","10-08-2017, 12:19 PM",2017-08-10,"12:19 PM",12
"2812",199,"who the fug is long bean","10-08-2017, 12:21 PM",2017-08-10,"12:21 PM",12
"2813",423,"That time we run some walk they never kaobei us .they scare we die more then passing ippt B4 ippt they only say try our best if cannot we wakk at outerlane ti let others pass.. Now change le reservist got so strict mah ? Haha","10-08-2017, 12:22 PM",2017-08-10,"12:22 PM",12
"2814",259,"Pai say, I am the older generation soldier. My batch still got people who are siao on and trained for IPPT. I guess the younger generation dun give a damn about IPPT. And the officers in charge would not want to push them too hard unless they want to be responsible for any sudden death.","10-08-2017, 12:39 PM",2017-08-10,"12:39 PM",12
"2815",47,"really ish mediacorp drama...real reservist u see anyone dare to use the same tone and attitude towards any ns men or not","10-08-2017, 12:41 PM",2017-08-10,"12:41 PM",12
"2816",401,"OC la simi CO OC and CO also cannot differentiate?","10-08-2017, 12:50 PM",2017-08-10,"12:50 PM",12
"2817",284,"Go ask mindef release figures on the number of reservist officers who downgraded. If my unit is good example, their downgrade proportion is even higher than men's.","10-08-2017, 12:55 PM",2017-08-10,"12:55 PM",12
"2818",401,"May I know what drama is this?  深海利剑 tbh, avg only cuz as the drama progress, it get a bit turn off liao","10-08-2017, 12:59 PM",2017-08-10,"12:59 PM",12
"2819",271,"heng moi never watch mediacorpse show... dunno what ish longbin....  ","10-08-2017, 01:12 PM",2017-08-10,"01:12 PM",1
"2820",151,"I lol at the part when long bin scold pierre png ask him go buy new uniform right now.
Then he still can turn and ask ""anyone want go emart anot""
Lol this part really like the real reservist. Everyone will ask around want go emart anot want go emart anot like machiam jio go shopping centre lol","10-08-2017, 01:16 PM",2017-08-10,"01:16 PM",1
"2821",371,"Why?
The story sucks or?
Tbh as well, their uniform really😖not nice looking...","10-08-2017, 01:20 PM",2017-08-10,"01:20 PM",1
"2822",423,"Yah thise crabs also nevee force us ..all want us to be safe gao gao Now change le ns man super good life where git still trest us like ginna pi. Tell us do things swee swee we can fo early le if not sleep at our lecture hall.","10-08-2017, 01:40 PM",2017-08-10,"01:40 PM",1
"2823",417,"older generation dun have to fight FT in the work force mah","10-08-2017, 01:45 PM",2017-08-10,"01:45 PM",1
"2824",107,"Shortbin this kind of pattern sign on for life & remain forever lonely is best.","10-08-2017, 01:49 PM",2017-08-10,"01:49 PM",1
"2825",346,"he should sign on","10-08-2017, 01:51 PM",2017-08-10,"01:51 PM",1
"2826",121,"no leh. Channel 8 drama shows that the wife will stick to him.","10-08-2017, 01:51 PM",2017-08-10,"01:51 PM",1
"2827",395,"Magazine wont lah...sign 1204 and confinement can already...especially reservists...","10-08-2017, 01:52 PM",2017-08-10,"01:52 PM",1
"2828",471,"MR liao but I still do my pushups and situps.","10-08-2017, 02:26 PM",2017-08-10,"02:26 PM",2
"2829",267,"Geh siao, always say take, then he run off.","10-08-2017, 02:27 PM",2017-08-10,"02:27 PM",2
"2830",361,"what happened to TKP's uniform? i missed that part.","10-08-2017, 02:38 PM",2017-08-10,"02:38 PM",2
"2831",267,"Pierre Png? Long Bin ask him to run to emart and buy new uniform.","10-08-2017, 02:41 PM",2017-08-10,"02:41 PM",2
"2832",52,"emart notch open yet hao?
emart nose moi size hao?","10-08-2017, 02:47 PM",2017-08-10,"02:47 PM",2
"2833",34,"yah this part damn epic i really loled alot during that ep","10-08-2017, 02:49 PM",2017-08-10,"02:49 PM",2
"2834",361,"yea pierre, why pierre need to buy new one to the one he had?","10-08-2017, 03:01 PM",2017-08-10,"03:01 PM",3
